time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10
1405.0358,26.61,26,26.54,26.92,27.3,27.3,26.77,27.38,26.38,26.77,26.61,26,26.54,26.92,27.3,27.3,26.77,27.38,26.38,26.77,26.61,26,26.54,26.92,27.3,27.3,26.77,27.38,26.38,26.77,26.61,26,26.54,26.92,27.3,27.3,26.77,27.38,26.38,26.77,26.61,26,26.54,26.92,27.3,27.3,26.77,27.38,26.38,26.77,26.61,26,26.54,26.92,27.3,27.3,26.77,27.38,26.38,26.77,26.61,26,26.54,26.92,27.3,27.3,26.77,27.38,26.38,26.77,26.61,26,26.54,26.92,27.3,27.3,26.77,27.38,26.38,26.77
1406.0371,26.54,26.15,26.69,27.15,27.3,27.15,26.61,27.38,26.54,26.77,26.54,26.15,26.69,27.15,27.3,27.15,26.61,27.38,26.54,26.77,26.54,26.15,26.69,27.15,27.3,27.15,26.61,27.38,26.54,26.77,26.54,26.15,26.69,27.15,27.3,27.15,26.61,27.38,26.54,26.77,26.54,26.15,26.69,27.15,27.3,27.15,26.61,27.38,26.54,26.77,26.54,26.15,26.69,27.15,27.3,27.15,26.61,27.38,26.54,26.77,26.54,26.15,26.69,27.15,27.3,27.15,26.61,27.38,26.54,26.77,26.54,26.15,26.69,27.15,27.3,27.15,26.61,27.38,26.54,26.77
1407.0371,26.61,26,26.54,27.07,27.38,27.38,26.77,27.38,26.38,26.77,26.61,26,26.54,27.07,27.38,27.38,26.77,27.38,26.38,26.77,26.61,26,26.54,27.07,27.38,27.38,26.77,27.38,26.38,26.77,26.61,26,26.54,27.07,27.38,27.38,26.77,27.38,26.38,26.77,26.61,26,26.54,27.07,27.38,27.38,26.77,27.38,26.38,26.77,26.61,26,26.54,27.07,27.38,27.38,26.77,27.38,26.38,26.77,26.61,26,26.54,27.07,27.38,27.38,26.77,27.38,26.38,26.77,26.61,26,26.54,27.07,27.38,27.38,26.77,27.38,26.38,26.77
1408.0375,26.46,25.85,26.61,27.23,27.46,27.3,26.61,27.23,26.61,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.61,27.23,26.61,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.61,27.23,26.61,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.61,27.23,26.61,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.61,27.23,26.61,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.61,27.23,26.61,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.61,27.23,26.61,26.84,26.46,25.85,26.61,27.23,27.46,27.3,26.61,27.23,26.61,26.84
1409.0389,26.38,25.92,26.69,27.23,27.46,27.23,26.61,27.3,26.61,26.84,26.38,25.92,26.69,27.23,27.46,27.23,26.61,27.3,26.61,26.84,26.38,25.92,26.69,27.23,27.46,27.23,26.61,27.3,26.61,26.84,26.38,25.92,26.69,27.23,27.46,27.23,26.61,27.3,26.61,26.84,26.38,25.92,26.69,27.23,27.46,27.23,26.61,27.3,26.61,26.84,26.38,25.92,26.69,27.23,27.46,27.23,26.61,27.3,26.61,26.84,26.38,25.92,26.69,27.23,27.46,27.23,26.61,27.3,26.61,26.84,26.38,25.92,26.69,27.23,27.46,27.23,26.61,27.3,26.61,26.84
1410.0395,26.54,25.92,26.54,27.23,27.46,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.54,27.23,27.46,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.54,27.23,27.46,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.54,27.23,27.46,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.54,27.23,27.46,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.54,27.23,27.46,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.54,27.23,27.46,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.54,27.23,27.46,27.38,26.69,27.3,26.69,26.92
1411.0414,26.54,25.92,26.61,27.23,27.53,27.38,26.69,27.3,26.61,26.92,26.54,25.92,26.61,27.23,27.53,27.38,26.69,27.3,26.61,26.92,26.54,25.92,26.61,27.23,27.53,27.38,26.69,27.3,26.61,26.92,26.54,25.92,26.61,27.23,27.53,27.38,26.69,27.3,26.61,26.92,26.54,25.92,26.61,27.23,27.53,27.38,26.69,27.3,26.61,26.92,26.54,25.92,26.61,27.23,27.53,27.38,26.69,27.3,26.61,26.92,26.54,25.92,26.61,27.23,27.53,27.38,26.69,27.3,26.61,26.92,26.54,25.92,26.61,27.23,27.53,27.38,26.69,27.3,26.61,26.92
1412.0424,26.46,25.92,26.69,27.23,27.46,27.3,26.61,27.3,26.69,26.92,26.46,25.92,26.69,27.23,27.46,27.3,26.61,27.3,26.69,26.92,26.46,25.92,26.69,27.23,27.46,27.3,26.61,27.3,26.69,26.92,26.46,25.92,26.69,27.23,27.46,27.3,26.61,27.3,26.69,26.92,26.46,25.92,26.69,27.23,27.46,27.3,26.61,27.3,26.69,26.92,26.46,25.92,26.69,27.23,27.46,27.3,26.61,27.3,26.69,26.92,26.46,25.92,26.69,27.23,27.46,27.3,26.61,27.3,26.69,26.92,26.46,25.92,26.69,27.23,27.46,27.3,26.61,27.3,26.69,26.92
1413.0424,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61,26.61,26.08,26.61,27,27.23,27.23,26.77,27.46,26.38,26.61
1414.0464,26.46,26.08,26.69,27.15,27.38,27.15,26.54,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.38,27.15,26.54,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.38,27.15,26.54,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.38,27.15,26.54,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.38,27.15,26.54,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.38,27.15,26.54,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.38,27.15,26.54,27.38,26.61,26.77,26.46,26.08,26.69,27.15,27.38,27.15,26.54,27.38,26.61,26.77
1415.0472,26.69,26.15,26.61,27.07,27.23,27.3,26.77,27.46,26.46,26.77,26.69,26.15,26.61,27.07,27.23,27.3,26.77,27.46,26.46,26.77,26.69,26.15,26.61,27.07,27.23,27.3,26.77,27.46,26.46,26.77,26.69,26.15,26.61,27.07,27.23,27.3,26.77,27.46,26.46,26.77,26.69,26.15,26.61,27.07,27.23,27.3,26.77,27.46,26.46,26.77,26.69,26.15,26.61,27.07,27.23,27.3,26.77,27.46,26.46,26.77,26.69,26.15,26.61,27.07,27.23,27.3,26.77,27.46,26.46,26.77,26.69,26.15,26.61,27.07,27.23,27.3,26.77,27.46,26.46,26.77
1416.048,26.61,26.15,26.69,27.07,27.3,27.23,26.77,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.23,26.77,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.23,26.77,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.23,26.77,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.23,26.77,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.23,26.77,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.23,26.77,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.23,26.77,27.53,26.54,26.69
1417.0487,26.54,25.85,26.61,27.23,27.53,27.3,26.69,27.3,26.61,26.92,26.54,25.85,26.61,27.23,27.53,27.3,26.69,27.3,26.61,26.92,26.54,25.85,26.61,27.23,27.53,27.3,26.69,27.3,26.61,26.92,26.54,25.85,26.61,27.23,27.53,27.3,26.69,27.3,26.61,26.92,26.54,25.85,26.61,27.23,27.53,27.3,26.69,27.3,26.61,26.92,26.54,25.85,26.61,27.23,27.53,27.3,26.69,27.3,26.61,26.92,26.54,25.85,26.61,27.23,27.53,27.3,26.69,27.3,26.61,26.92,26.54,25.85,26.61,27.23,27.53,27.3,26.69,27.3,26.61,26.92
1418.05,26.61,26.08,26.61,27,27.38,27.38,26.77,27.46,26.38,26.77,26.61,26.08,26.61,27,27.38,27.38,26.77,27.46,26.38,26.77,26.61,26.08,26.61,27,27.38,27.38,26.77,27.46,26.38,26.77,26.61,26.08,26.61,27,27.38,27.38,26.77,27.46,26.38,26.77,26.61,26.08,26.61,27,27.38,27.38,26.77,27.46,26.38,26.77,26.61,26.08,26.61,27,27.38,27.38,26.77,27.46,26.38,26.77,26.61,26.08,26.61,27,27.38,27.38,26.77,27.46,26.38,26.77,26.61,26.08,26.61,27,27.38,27.38,26.77,27.46,26.38,26.77
1419.0503,26.61,26.15,26.69,27.07,27.3,27.38,26.84,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.38,26.84,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.38,26.84,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.38,26.84,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.38,26.84,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.38,26.84,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.38,26.84,27.53,26.54,26.69,26.61,26.15,26.69,27.07,27.3,27.38,26.84,27.53,26.54,26.69
1420.052,26.46,26,26.77,27.3,27.53,27.3,26.69,27.3,26.61,26.92,26.46,26,26.77,27.3,27.53,27.3,26.69,27.3,26.61,26.92,26.46,26,26.77,27.3,27.53,27.3,26.69,27.3,26.61,26.92,26.46,26,26.77,27.3,27.53,27.3,26.69,27.3,26.61,26.92,26.46,26,26.77,27.3,27.53,27.3,26.69,27.3,26.61,26.92,26.46,26,26.77,27.3,27.53,27.3,26.69,27.3,26.61,26.92,26.46,26,26.77,27.3,27.53,27.3,26.69,27.3,26.61,26.92,26.46,26,26.77,27.3,27.53,27.3,26.69,27.3,26.61,26.92
1421.0584,26.69,26.15,26.69,27.07,27.38,27.46,26.92,27.53,26.54,26.69,26.69,26.15,26.69,27.07,27.38,27.46,26.92,27.53,26.54,26.69,26.69,26.15,26.69,27.07,27.38,27.46,26.92,27.53,26.54,26.69,26.69,26.15,26.69,27.07,27.38,27.46,26.92,27.53,26.54,26.69,26.69,26.15,26.69,27.07,27.38,27.46,26.92,27.53,26.54,26.69,26.69,26.15,26.69,27.07,27.38,27.46,26.92,27.53,26.54,26.69,26.69,26.15,26.69,27.07,27.38,27.46,26.92,27.53,26.54,26.69,26.69,26.15,26.69,27.07,27.38,27.46,26.92,27.53,26.54,26.69
1422.0637,26.69,26.08,26.61,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.38,26.84,27.46,26.46,26.84
1423.0679,26.61,26,26.54,27.15,27.53,27.38,26.77,27.38,26.54,26.92,26.61,26,26.54,27.15,27.53,27.38,26.77,27.38,26.54,26.92,26.61,26,26.54,27.15,27.53,27.38,26.77,27.38,26.54,26.92,26.61,26,26.54,27.15,27.53,27.38,26.77,27.38,26.54,26.92,26.61,26,26.54,27.15,27.53,27.38,26.77,27.38,26.54,26.92,26.61,26,26.54,27.15,27.53,27.38,26.77,27.38,26.54,26.92,26.61,26,26.54,27.15,27.53,27.38,26.77,27.38,26.54,26.92,26.61,26,26.54,27.15,27.53,27.38,26.77,27.38,26.54,26.92
1424.075,26.61,26.08,26.54,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.61,26.08,26.54,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.61,26.08,26.54,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.61,26.08,26.54,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.61,26.08,26.54,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.61,26.08,26.54,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.61,26.08,26.54,27.07,27.46,27.38,26.84,27.46,26.46,26.84,26.61,26.08,26.54,27.07,27.46,27.38,26.84,27.46,26.46,26.84
1425.0799,26.46,26.08,26.77,27.23,27.46,27.23,26.61,27.38,26.61,26.84,26.46,26.08,26.77,27.23,27.46,27.23,26.61,27.38,26.61,26.84,26.46,26.08,26.77,27.23,27.46,27.23,26.61,27.38,26.61,26.84,26.46,26.08,26.77,27.23,27.46,27.23,26.61,27.38,26.61,26.84,26.46,26.08,26.77,27.23,27.46,27.23,26.61,27.38,26.61,26.84,26.46,26.08,26.77,27.23,27.46,27.23,26.61,27.38,26.61,26.84,26.46,26.08,26.77,27.23,27.46,27.23,26.61,27.38,26.61,26.84,26.46,26.08,26.77,27.23,27.46,27.23,26.61,27.38,26.61,26.84
1426.0893,26.69,26.08,26.54,27.07,27.46,27.38,26.69,27.38,26.38,26.84,26.69,26.08,26.54,27.07,27.46,27.38,26.69,27.38,26.38,26.84,26.69,26.08,26.54,27.07,27.46,27.38,26.69,27.38,26.38,26.84,26.69,26.08,26.54,27.07,27.46,27.38,26.69,27.38,26.38,26.84,26.69,26.08,26.54,27.07,27.46,27.38,26.69,27.38,26.38,26.84,26.69,26.08,26.54,27.07,27.46,27.38,26.69,27.38,26.38,26.84,26.69,26.08,26.54,27.07,27.46,27.38,26.69,27.38,26.38,26.84,26.69,26.08,26.54,27.07,27.46,27.38,26.69,27.38,26.38,26.84
1427.0952,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.38,26.69,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.38,26.69,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.38,26.69,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.38,26.69,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.38,26.69,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.38,26.69,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.38,26.69,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.38,26.69
1428.0969,26.31,26.08,26.77,27.23,27.38,27.23,26.69,27.53,26.69,26.84,26.31,26.08,26.77,27.23,27.38,27.23,26.69,27.53,26.69,26.84,26.31,26.08,26.77,27.23,27.38,27.23,26.69,27.53,26.69,26.84,26.31,26.08,26.77,27.23,27.38,27.23,26.69,27.53,26.69,26.84,26.31,26.08,26.77,27.23,27.38,27.23,26.69,27.53,26.69,26.84,26.31,26.08,26.77,27.23,27.38,27.23,26.69,27.53,26.69,26.84,26.31,26.08,26.77,27.23,27.38,27.23,26.69,27.53,26.69,26.84,26.31,26.08,26.77,27.23,27.38,27.23,26.69,27.53,26.69,26.84
1429.0982,26.69,26.08,26.61,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.15,27.53,27.46,26.84,27.46,26.46,26.92
1430.0987,26.69,26.23,26.77,27.15,27.3,27.3,26.84,27.53,26.61,26.77,26.69,26.23,26.77,27.15,27.3,27.3,26.84,27.53,26.61,26.77,26.69,26.23,26.77,27.15,27.3,27.3,26.84,27.53,26.61,26.77,26.69,26.23,26.77,27.15,27.3,27.3,26.84,27.53,26.61,26.77,26.69,26.23,26.77,27.15,27.3,27.3,26.84,27.53,26.61,26.77,26.69,26.23,26.77,27.15,27.3,27.3,26.84,27.53,26.61,26.77,26.69,26.23,26.77,27.15,27.3,27.3,26.84,27.53,26.61,26.77,26.69,26.23,26.77,27.15,27.3,27.3,26.84,27.53,26.61,26.77
1431.0988,26.54,26.15,26.69,27.15,27.3,27.07,26.69,27.46,26.61,26.77,26.54,26.15,26.69,27.15,27.3,27.07,26.69,27.46,26.61,26.77,26.54,26.15,26.69,27.15,27.3,27.07,26.69,27.46,26.61,26.77,26.54,26.15,26.69,27.15,27.3,27.07,26.69,27.46,26.61,26.77,26.54,26.15,26.69,27.15,27.3,27.07,26.69,27.46,26.61,26.77,26.54,26.15,26.69,27.15,27.3,27.07,26.69,27.46,26.61,26.77,26.54,26.15,26.69,27.15,27.3,27.07,26.69,27.46,26.61,26.77,26.54,26.15,26.69,27.15,27.3,27.07,26.69,27.46,26.61,26.77
1432.1008,26.46,26.15,26.77,27.3,27.46,27.3,26.61,27.38,26.69,26.92,26.46,26.15,26.77,27.3,27.46,27.3,26.61,27.38,26.69,26.92,26.46,26.15,26.77,27.3,27.46,27.3,26.61,27.38,26.69,26.92,26.46,26.15,26.77,27.3,27.46,27.3,26.61,27.38,26.69,26.92,26.46,26.15,26.77,27.3,27.46,27.3,26.61,27.38,26.69,26.92,26.46,26.15,26.77,27.3,27.46,27.3,26.61,27.38,26.69,26.92,26.46,26.15,26.77,27.3,27.46,27.3,26.61,27.38,26.69,26.92,26.46,26.15,26.77,27.3,27.46,27.3,26.61,27.38,26.69,26.92
1433.1048,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.46,26.92,26.69,26.08,26.61,27.07,27.53,27.46,26.84,27.46,26.46,26.92
1434.1081,26.38,26.08,26.69,27.23,27.46,27.3,26.61,27.53,26.69,26.92,26.38,26.08,26.69,27.23,27.46,27.3,26.61,27.53,26.69,26.92,26.38,26.08,26.69,27.23,27.46,27.3,26.61,27.53,26.69,26.92,26.38,26.08,26.69,27.23,27.46,27.3,26.61,27.53,26.69,26.92,26.38,26.08,26.69,27.23,27.46,27.3,26.61,27.53,26.69,26.92,26.38,26.08,26.69,27.23,27.46,27.3,26.61,27.53,26.69,26.92,26.38,26.08,26.69,27.23,27.46,27.3,26.61,27.53,26.69,26.92,26.38,26.08,26.69,27.23,27.46,27.3,26.61,27.53,26.69,26.92
1435.1091,26.61,26,26.46,27.07,27.46,27.38,26.77,27.38,26.61,27,26.61,26,26.46,27.07,27.46,27.38,26.77,27.38,26.61,27,26.61,26,26.46,27.07,27.46,27.38,26.77,27.38,26.61,27,26.61,26,26.46,27.07,27.46,27.38,26.77,27.38,26.61,27,26.61,26,26.46,27.07,27.46,27.38,26.77,27.38,26.61,27,26.61,26,26.46,27.07,27.46,27.38,26.77,27.38,26.61,27,26.61,26,26.46,27.07,27.46,27.38,26.77,27.38,26.61,27,26.61,26,26.46,27.07,27.46,27.38,26.77,27.38,26.61,27
1436.1105,26.54,25.92,26.69,27.3,27.53,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.69,27.3,27.53,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.69,27.3,27.53,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.69,27.3,27.53,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.69,27.3,27.53,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.69,27.3,27.53,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.69,27.3,27.53,27.38,26.69,27.3,26.69,26.92,26.54,25.92,26.69,27.3,27.53,27.38,26.69,27.3,26.69,26.92
1437.1129,26.69,26.08,26.61,27.07,27.46,27.46,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.46,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.46,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.46,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.46,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.46,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.46,26.84,27.46,26.46,26.84,26.69,26.08,26.61,27.07,27.46,27.46,26.84,27.46,26.46,26.84
1438.1145,26.61,26.15,26.77,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.61,26.15,26.77,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.61,26.15,26.77,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.61,26.15,26.77,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.61,26.15,26.77,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.61,26.15,26.77,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.61,26.15,26.77,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.61,26.15,26.77,27.23,27.38,27.23,26.84,27.61,26.69,26.84
1439.1183,26.54,26,26.77,27.3,27.53,27.38,26.77,27.3,26.69,26.92,26.54,26,26.77,27.3,27.53,27.38,26.77,27.3,26.69,26.92,26.54,26,26.77,27.3,27.53,27.38,26.77,27.3,26.69,26.92,26.54,26,26.77,27.3,27.53,27.38,26.77,27.3,26.69,26.92,26.54,26,26.77,27.3,27.53,27.38,26.77,27.3,26.69,26.92,26.54,26,26.77,27.3,27.53,27.38,26.77,27.3,26.69,26.92,26.54,26,26.77,27.3,27.53,27.38,26.77,27.3,26.69,26.92,26.54,26,26.77,27.3,27.53,27.38,26.77,27.3,26.69,26.92
1440.1222,26.69,26.15,26.61,27.07,27.53,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.61,27.07,27.53,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.61,27.07,27.53,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.61,27.07,27.53,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.61,27.07,27.53,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.61,27.07,27.53,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.61,27.07,27.53,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.61,27.07,27.53,27.46,26.84,27.53,26.46,26.84
1441.1255,26.54,26,26.77,27.3,27.53,27.38,26.69,27.38,26.77,27,26.54,26,26.77,27.3,27.53,27.38,26.69,27.38,26.77,27,26.54,26,26.77,27.3,27.53,27.38,26.69,27.38,26.77,27,26.54,26,26.77,27.3,27.53,27.38,26.69,27.38,26.77,27,26.54,26,26.77,27.3,27.53,27.38,26.69,27.38,26.77,27,26.54,26,26.77,27.3,27.53,27.38,26.69,27.38,26.77,27,26.54,26,26.77,27.3,27.53,27.38,26.69,27.38,26.77,27,26.54,26,26.77,27.3,27.53,27.38,26.69,27.38,26.77,27
1442.126,26.69,26.15,26.69,27.07,27.46,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.69,27.07,27.46,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.69,27.07,27.46,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.69,27.07,27.46,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.69,27.07,27.46,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.69,27.07,27.46,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.69,27.07,27.46,27.46,26.84,27.53,26.46,26.84,26.69,26.15,26.69,27.07,27.46,27.46,26.84,27.53,26.46,26.84
1443.1277,26.46,26.08,26.77,27.3,27.53,27.38,26.69,27.38,26.77,26.92,26.46,26.08,26.77,27.3,27.53,27.38,26.69,27.38,26.77,26.92,26.46,26.08,26.77,27.3,27.53,27.38,26.69,27.38,26.77,26.92,26.46,26.08,26.77,27.3,27.53,27.38,26.69,27.38,26.77,26.92,26.46,26.08,26.77,27.3,27.53,27.38,26.69,27.38,26.77,26.92,26.46,26.08,26.77,27.3,27.53,27.38,26.69,27.38,26.77,26.92,26.46,26.08,26.77,27.3,27.53,27.38,26.69,27.38,26.77,26.92,26.46,26.08,26.77,27.3,27.53,27.38,26.69,27.38,26.77,26.92
1444.1433,26.69,26.23,26.84,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.69,26.23,26.84,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.69,26.23,26.84,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.69,26.23,26.84,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.69,26.23,26.84,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.69,26.23,26.84,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.69,26.23,26.84,27.23,27.38,27.23,26.84,27.61,26.69,26.84,26.69,26.23,26.84,27.23,27.38,27.23,26.84,27.61,26.69,26.84
1445.1477,26.61,26,26.54,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.61,26,26.54,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.61,26,26.54,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.61,26,26.54,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.61,26,26.54,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.61,26,26.54,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.61,26,26.54,27.15,27.53,27.46,26.84,27.46,26.46,26.92,26.61,26,26.54,27.15,27.53,27.46,26.84,27.46,26.46,26.92
