time(s),seg1_sens1,seg1_sens2,seg1_sens3,seg1_sens4,seg1_sens5,seg1_sens6,seg1_sens7,seg1_sens8,seg1_sens9,seg1_sens10,seg2_sens1,seg2_sens2,seg2_sens3,seg2_sens4,seg2_sens5,seg2_sens6,seg2_sens7,seg2_sens8,seg2_sens9,seg2_sens10,seg3_sens1,seg3_sens2,seg3_sens3,seg3_sens4,seg3_sens5,seg3_sens6,seg3_sens7,seg3_sens8,seg3_sens9,seg3_sens10,seg4_sens1,seg4_sens2,seg4_sens3,seg4_sens4,seg4_sens5,seg4_sens6,seg4_sens7,seg4_sens8,seg4_sens9,seg4_sens10,seg5_sens1,seg5_sens2,seg5_sens3,seg5_sens4,seg5_sens5,seg5_sens6,seg5_sens7,seg5_sens8,seg5_sens9,seg5_sens10,seg6_sens1,seg6_sens2,seg6_sens3,seg6_sens4,seg6_sens5,seg6_sens6,seg6_sens7,seg6_sens8,seg6_sens9,seg6_sens10,seg7_sens1,seg7_sens2,seg7_sens3,seg7_sens4,seg7_sens5,seg7_sens6,seg7_sens7,seg7_sens8,seg7_sens9,seg7_sens10,seg8_sens1,seg8_sens2,seg8_sens3,seg8_sens4,seg8_sens5,seg8_sens6,seg8_sens7,seg8_sens8,seg8_sens9,seg8_sens10,fl_inner,fl_middle,fl_outer,fr_inner,fr_middle,fr_outer,rl_inner,rl_middle,rl_outer,rr_inner,rr_middle,rr_outer
1496.2405,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.77,26.69,26.92,50.57,42.27,43.3,40.1,43.66,50.05,55.81,46.58,39.01,48.95,39.83,49.67
1497.2412,26.84,26.31,26.84,27.3,27.61,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.61,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.61,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.61,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.61,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.61,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.61,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.61,27.69,27.07,27.77,26.69,26.92,41.56,53.79,51.39,51.43,52.92,52.11,47.5,45.23,48.4,49.59,43.78,52.49
1498.2427,26.61,26.23,26.92,27.46,27.69,27.53,26.84,27.53,26.92,27.07,26.61,26.23,26.92,27.46,27.69,27.53,26.84,27.53,26.92,27.07,26.61,26.23,26.92,27.46,27.69,27.53,26.84,27.53,26.92,27.07,26.61,26.23,26.92,27.46,27.69,27.53,26.84,27.53,26.92,27.07,26.61,26.23,26.92,27.46,27.69,27.53,26.84,27.53,26.92,27.07,26.61,26.23,26.92,27.46,27.69,27.53,26.84,27.53,26.92,27.07,26.61,26.23,26.92,27.46,27.69,27.53,26.84,27.53,26.92,27.07,26.61,26.23,26.92,27.46,27.69,27.53,26.84,27.53,26.92,27.07,54.59,48.53,49.14,48.62,55.0,51.97,47.48,50.66,40.85,55.41,40.52,40.49
1499.2454,26.77,26.15,26.84,27.46,27.77,27.61,26.92,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.61,26.92,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.61,26.92,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.61,26.92,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.61,26.92,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.61,26.92,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.61,26.92,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.61,26.92,27.53,26.92,27.15,45.29,50.9,49.53,49.52,42.44,43.12,55.36,45.53,43.38,56.47,54.6,46.0
1500.2476,26.77,26.23,26.69,27.3,27.69,27.61,27.0,27.61,26.92,27.15,26.77,26.23,26.69,27.3,27.69,27.61,27.0,27.61,26.92,27.15,26.77,26.23,26.69,27.3,27.69,27.61,27.0,27.61,26.92,27.15,26.77,26.23,26.69,27.3,27.69,27.61,27.0,27.61,26.92,27.15,26.77,26.23,26.69,27.3,27.69,27.61,27.0,27.61,26.92,27.15,26.77,26.23,26.69,27.3,27.69,27.61,27.0,27.61,26.92,27.15,26.77,26.23,26.69,27.3,27.69,27.61,27.0,27.61,26.92,27.15,26.77,26.23,26.69,27.3,27.69,27.61,27.0,27.61,26.92,27.15,53.03,49.84,38.81,54.42,45.55,46.59,55.18,44.18,50.54,53.66,50.46,46.02
1501.2491,26.84,26.23,26.77,27.46,27.77,27.69,27.0,27.61,26.69,27.07,26.84,26.23,26.77,27.46,27.77,27.69,27.0,27.61,26.69,27.07,26.84,26.23,26.77,27.46,27.77,27.69,27.0,27.61,26.69,27.07,26.84,26.23,26.77,27.46,27.77,27.69,27.0,27.61,26.69,27.07,26.84,26.23,26.77,27.46,27.77,27.69,27.0,27.61,26.69,27.07,26.84,26.23,26.77,27.46,27.77,27.69,27.0,27.61,26.69,27.07,26.84,26.23,26.77,27.46,27.77,27.69,27.0,27.61,26.69,27.07,26.84,26.23,26.77,27.46,27.77,27.69,27.0,27.61,26.69,27.07,43.16,42.84,43.33,40.44,49.11,45.27,43.81,43.34,46.71,48.59,44.79,45.5
1502.2497,26.77,26.15,26.84,27.46,27.77,27.69,27.0,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.69,27.0,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.69,27.0,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.69,27.0,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.69,27.0,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.69,27.0,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.69,27.0,27.53,26.92,27.15,26.77,26.15,26.84,27.46,27.77,27.69,27.0,27.53,26.92,27.15,48.07,44.03,54.12,41.93,44.83,50.64,53.31,41.24,53.53,53.88,47.44,42.24
1503.2506,26.84,26.31,26.84,27.3,27.77,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.77,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.77,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.77,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.77,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.77,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.77,27.69,27.07,27.77,26.69,26.92,26.84,26.31,26.84,27.3,27.77,27.69,27.07,27.77,26.69,26.92,49.49,41.86,42.93,40.27,41.15,42.45,48.57,49.1,51.17,49.63,50.8,51.49
1504.2524,26.84,26.31,26.77,27.23,27.69,27.69,27.07,27.69,26.69,27.07,26.84,26.31,26.77,27.23,27.69,27.69,27.07,27.69,26.69,27.07,26.84,26.31,26.77,27.23,27.69,27.69,27.07,27.69,26.69,27.07,26.84,26.31,26.77,27.23,27.69,27.69,27.07,27.69,26.69,27.07,26.84,26.31,26.77,27.23,27.69,27.69,27.07,27.69,26.69,27.07,26.84,26.31,26.77,27.23,27.69,27.69,27.07,27.69,26.69,27.07,26.84,26.31,26.77,27.23,27.69,27.69,27.07,27.69,26.69,27.07,26.84,26.31,26.77,27.23,27.69,27.69,27.07,27.69,26.69,27.07,48.63,45.72,53.1,44.1,40.89,50.02,54.51,42.98,47.67,54.85,49.83,48.28
1505.2536,26.92,26.38,26.92,27.3,27.53,27.53,27.0,27.69,26.69,26.84,26.92,26.38,26.92,27.3,27.53,27.53,27.0,27.69,26.69,26.84,26.92,26.38,26.92,27.3,27.53,27.53,27.0,27.69,26.69,26.84,26.92,26.38,26.92,27.3,27.53,27.53,27.0,27.69,26.69,26.84,26.92,26.38,26.92,27.3,27.53,27.53,27.0,27.69,26.69,26.84,26.92,26.38,26.92,27.3,27.53,27.53,27.0,27.69,26.69,26.84,26.92,26.38,26.92,27.3,27.53,27.53,27.0,27.69,26.69,26.84,26.92,26.38,26.92,27.3,27.53,27.53,27.0,27.69,26.69,26.84,54.18,40.65,40.99,50.55,43.18,49.56,48.64,43.69,53.1,48.7,48.91,52.84
1506.2537,26.92,26.31,26.84,27.3,27.69,27.69,27.07,27.77,26.69,26.92,26.92,26.31,26.84,27.3,27.69,27.69,27.07,27.77,26.69,26.92,26.92,26.31,26.84,27.3,27.69,27.69,27.07,27.77,26.69,26.92,26.92,26.31,26.84,27.3,27.69,27.69,27.07,27.77,26.69,26.92,26.92,26.31,26.84,27.3,27.69,27.69,27.07,27.77,26.69,26.92,26.92,26.31,26.84,27.3,27.69,27.69,27.07,27.77,26.69,26.92,26.92,26.31,26.84,27.3,27.69,27.69,27.07,27.77,26.69,26.92,26.92,26.31,26.84,27.3,27.69,27.69,27.07,27.77,26.69,26.92,50.21,44.48,51.82,44.44,40.83,45.97,45.78,54.49,47.61,53.41,47.78,45.51
1507.257,26.84,26.38,27.0,27.38,27.61,27.53,27.07,27.84,26.84,27.0,26.84,26.38,27.0,27.38,27.61,27.53,27.07,27.84,26.84,27.0,26.84,26.38,27.0,27.38,27.61,27.53,27.07,27.84,26.84,27.0,26.84,26.38,27.0,27.38,27.61,27.53,27.07,27.84,26.84,27.0,26.84,26.38,27.0,27.38,27.61,27.53,27.07,27.84,26.84,27.0,26.84,26.38,27.0,27.38,27.61,27.53,27.07,27.84,26.84,27.0,26.84,26.38,27.0,27.38,27.61,27.53,27.07,27.84,26.84,27.0,26.84,26.38,27.0,27.38,27.61,27.53,27.07,27.84,26.84,27.0,54.75,49.88,47.98,47.36,54.18,45.88,53.65,47.81,39.22,53.22,54.07,40.31
1508.2582,26.77,26.15,26.92,27.53,27.77,27.69,27.0,27.53,26.92,27.23,26.77,26.15,26.92,27.53,27.77,27.69,27.0,27.53,26.92,27.23,26.77,26.15,26.92,27.53,27.77,27.69,27.0,27.53,26.92,27.23,26.77,26.15,26.92,27.53,27.77,27.69,27.0,27.53,26.92,27.23,26.77,26.15,26.92,27.53,27.77,27.69,27.0,27.53,26.92,27.23,26.77,26.15,26.92,27.53,27.77,27.69,27.0,27.53,26.92,27.23,26.77,26.15,26.92,27.53,27.77,27.69,27.0,27.53,26.92,27.23,26.77,26.15,26.92,27.53,27.77,27.69,27.0,27.53,26.92,27.23,43.41,49.64,42.8,54.45,42.92,41.42,51.4,43.0,44.45,52.89,40.59,47.53
1509.2599,26.92,26.46,27.0,27.46,27.61,27.53,27.07,27.77,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.53,27.07,27.77,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.53,27.07,27.77,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.53,27.07,27.77,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.53,27.07,27.77,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.53,27.07,27.77,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.53,27.07,27.77,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.53,27.07,27.77,26.84,27.0,53.04,40.65,41.16,48.02,52.75,38.64,44.05,49.35,41.76,45.81,54.8,40.33
1510.2621,26.84,26.23,26.84,27.53,27.84,27.69,27.0,27.61,26.92,27.23,26.84,26.23,26.84,27.53,27.84,27.69,27.0,27.61,26.92,27.23,26.84,26.23,26.84,27.53,27.84,27.69,27.0,27.61,26.92,27.23,26.84,26.23,26.84,27.53,27.84,27.69,27.0,27.61,26.92,27.23,26.84,26.23,26.84,27.53,27.84,27.69,27.0,27.61,26.92,27.23,26.84,26.23,26.84,27.53,27.84,27.69,27.0,27.61,26.92,27.23,26.84,26.23,26.84,27.53,27.84,27.69,27.0,27.61,26.92,27.23,26.84,26.23,26.84,27.53,27.84,27.69,27.0,27.61,26.92,27.23,47.63,46.2,45.54,51.96,50.07,41.13,56.32,41.09,42.53,47.57,51.24,54.38
1511.2637,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.77,27.15,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.77,27.15,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.77,27.15,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.77,27.15,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.77,27.15,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.77,27.15,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.77,27.15,26.84,26.31,26.84,27.23,27.69,27.69,27.07,27.69,26.77,27.15,50.95,50.24,44.34,43.95,53.11,49.81,43.34,50.76,46.32,42.48,44.19,39.17
1512.265,26.84,26.46,27.0,27.46,27.61,27.46,26.92,27.77,26.84,27.0,26.84,26.46,27.0,27.46,27.61,27.46,26.92,27.77,26.84,27.0,26.84,26.46,27.0,27.46,27.61,27.46,26.92,27.77,26.84,27.0,26.84,26.46,27.0,27.46,27.61,27.46,26.92,27.77,26.84,27.0,26.84,26.46,27.0,27.46,27.61,27.46,26.92,27.77,26.84,27.0,26.84,26.46,27.0,27.46,27.61,27.46,26.92,27.77,26.84,27.0,26.84,26.46,27.0,27.46,27.61,27.46,26.92,27.77,26.84,27.0,26.84,26.46,27.0,27.46,27.61,27.46,26.92,27.77,26.84,27.0,51.94,43.42,50.15,42.09,54.0,47.9,54.64,43.06,51.96,43.75,53.42,46.04
1513.2654,26.92,26.38,26.84,27.3,27.61,27.69,27.07,27.77,26.69,27.07,26.92,26.38,26.84,27.3,27.61,27.69,27.07,27.77,26.69,27.07,26.92,26.38,26.84,27.3,27.61,27.69,27.07,27.77,26.69,27.07,26.92,26.38,26.84,27.3,27.61,27.69,27.07,27.77,26.69,27.07,26.92,26.38,26.84,27.3,27.61,27.69,27.07,27.77,26.69,27.07,26.92,26.38,26.84,27.3,27.61,27.69,27.07,27.77,26.69,27.07,26.92,26.38,26.84,27.3,27.61,27.69,27.07,27.77,26.69,27.07,26.92,26.38,26.84,27.3,27.61,27.69,27.07,27.77,26.69,27.07,46.98,53.83,46.06,48.65,48.53,40.09,44.59,54.36,44.26,47.92,47.21,49.76
1514.2672,26.84,26.23,26.92,27.61,27.84,27.77,27.0,27.61,26.92,27.23,26.84,26.23,26.92,27.61,27.84,27.77,27.0,27.61,26.92,27.23,26.84,26.23,26.92,27.61,27.84,27.77,27.0,27.61,26.92,27.23,26.84,26.23,26.92,27.61,27.84,27.77,27.0,27.61,26.92,27.23,26.84,26.23,26.92,27.61,27.84,27.77,27.0,27.61,26.92,27.23,26.84,26.23,26.92,27.61,27.84,27.77,27.0,27.61,26.92,27.23,26.84,26.23,26.92,27.61,27.84,27.77,27.0,27.61,26.92,27.23,26.84,26.23,26.92,27.61,27.84,27.77,27.0,27.61,26.92,27.23,48.41,54.73,43.41,54.71,48.13,51.72,44.49,52.02,41.12,44.74,52.66,48.84
1515.2674,27.0,26.38,27.0,27.38,27.53,27.69,27.15,27.77,26.77,26.92,27.0,26.38,27.0,27.38,27.53,27.69,27.15,27.77,26.77,26.92,27.0,26.38,27.0,27.38,27.53,27.69,27.15,27.77,26.77,26.92,27.0,26.38,27.0,27.38,27.53,27.69,27.15,27.77,26.77,26.92,27.0,26.38,27.0,27.38,27.53,27.69,27.15,27.77,26.77,26.92,27.0,26.38,27.0,27.38,27.53,27.69,27.15,27.77,26.77,26.92,27.0,26.38,27.0,27.38,27.53,27.69,27.15,27.77,26.77,26.92,27.0,26.38,27.0,27.38,27.53,27.69,27.15,27.77,26.77,26.92,41.71,49.81,49.96,55.68,44.58,52.06,44.51,47.15,51.43,41.89,42.08,45.09
1516.2715,26.92,26.54,27.07,27.53,27.69,27.46,27.07,27.84,26.92,27.07,26.92,26.54,27.07,27.53,27.69,27.46,27.07,27.84,26.92,27.07,26.92,26.54,27.07,27.53,27.69,27.46,27.07,27.84,26.92,27.07,26.92,26.54,27.07,27.53,27.69,27.46,27.07,27.84,26.92,27.07,26.92,26.54,27.07,27.53,27.69,27.46,27.07,27.84,26.92,27.07,26.92,26.54,27.07,27.53,27.69,27.46,27.07,27.84,26.92,27.07,26.92,26.54,27.07,27.53,27.69,27.46,27.07,27.84,26.92,27.07,26.92,26.54,27.07,27.53,27.69,27.46,27.07,27.84,26.92,27.07,44.26,47.19,46.94,51.71,42.6,44.31,55.58,47.51,44.28,49.02,39.92,50.44
1517.2734,26.92,26.46,27.0,27.46,27.61,27.61,27.07,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.07,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.07,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.07,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.07,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.07,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.07,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.07,27.84,26.84,27.0,51.43,52.12,43.42,49.26,44.93,42.5,49.18,54.61,44.53,52.81,45.89,52.71
1518.2741,26.92,26.23,26.84,27.53,27.84,27.77,27.07,27.69,26.84,27.23,26.92,26.23,26.84,27.53,27.84,27.77,27.07,27.69,26.84,27.23,26.92,26.23,26.84,27.53,27.84,27.77,27.07,27.69,26.84,27.23,26.92,26.23,26.84,27.53,27.84,27.77,27.07,27.69,26.84,27.23,26.92,26.23,26.84,27.53,27.84,27.77,27.07,27.69,26.84,27.23,26.92,26.23,26.84,27.53,27.84,27.77,27.07,27.69,26.84,27.23,26.92,26.23,26.84,27.53,27.84,27.77,27.07,27.69,26.84,27.23,26.92,26.23,26.84,27.53,27.84,27.77,27.07,27.69,26.84,27.23,46.8,52.12,40.63,44.84,53.19,45.13,52.32,45.75,51.26,43.48,47.07,46.62
1519.2749,26.69,26.38,27.07,27.61,27.84,27.61,26.92,27.69,27.0,27.23,26.69,26.38,27.07,27.61,27.84,27.61,26.92,27.69,27.0,27.23,26.69,26.38,27.07,27.61,27.84,27.61,26.92,27.69,27.0,27.23,26.69,26.38,27.07,27.61,27.84,27.61,26.92,27.69,27.0,27.23,26.69,26.38,27.07,27.61,27.84,27.61,26.92,27.69,27.0,27.23,26.69,26.38,27.07,27.61,27.84,27.61,26.92,27.69,27.0,27.23,26.69,26.38,27.07,27.61,27.84,27.61,26.92,27.69,27.0,27.23,26.69,26.38,27.07,27.61,27.84,27.61,26.92,27.69,27.0,27.23,48.65,52.18,51.34,52.98,50.11,48.19,55.96,50.32,38.53,47.14,45.74,38.89
1520.2764,26.92,26.46,27.07,27.46,27.61,27.53,27.15,27.84,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.53,27.15,27.84,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.53,27.15,27.84,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.53,27.15,27.84,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.53,27.15,27.84,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.53,27.15,27.84,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.53,27.15,27.84,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.53,27.15,27.84,26.92,27.07,43.45,40.9,44.23,41.1,43.55,50.55,45.94,42.77,41.5,48.36,48.01,51.84
1521.2779,26.84,26.31,26.84,27.38,27.77,27.77,27.07,27.77,26.69,27.07,26.84,26.31,26.84,27.38,27.77,27.77,27.07,27.77,26.69,27.07,26.84,26.31,26.84,27.38,27.77,27.77,27.07,27.77,26.69,27.07,26.84,26.31,26.84,27.38,27.77,27.77,27.07,27.77,26.69,27.07,26.84,26.31,26.84,27.38,27.77,27.77,27.07,27.77,26.69,27.07,26.84,26.31,26.84,27.38,27.77,27.77,27.07,27.77,26.69,27.07,26.84,26.31,26.84,27.38,27.77,27.77,27.07,27.77,26.69,27.07,26.84,26.31,26.84,27.38,27.77,27.77,27.07,27.77,26.69,27.07,50.36,39.21,47.36,49.23,48.07,41.82,54.84,46.68,53.2,46.77,40.27,48.58
1522.2805,26.84,26.46,27.07,27.53,27.69,27.53,26.92,27.77,26.92,27.07,26.84,26.46,27.07,27.53,27.69,27.53,26.92,27.77,26.92,27.07,26.84,26.46,27.07,27.53,27.69,27.53,26.92,27.77,26.92,27.07,26.84,26.46,27.07,27.53,27.69,27.53,26.92,27.77,26.92,27.07,26.84,26.46,27.07,27.53,27.69,27.53,26.92,27.77,26.92,27.07,26.84,26.46,27.07,27.53,27.69,27.53,26.92,27.77,26.92,27.07,26.84,26.46,27.07,27.53,27.69,27.53,26.92,27.77,26.92,27.07,26.84,26.46,27.07,27.53,27.69,27.53,26.92,27.77,26.92,27.07,55.69,44.71,49.5,47.51,49.51,44.04,51.89,44.83,43.52,50.7,51.77,41.59
1523.2811,26.77,26.31,27.0,27.61,27.84,27.61,26.84,27.53,27.0,27.15,26.77,26.31,27.0,27.61,27.84,27.61,26.84,27.53,27.0,27.15,26.77,26.31,27.0,27.61,27.84,27.61,26.84,27.53,27.0,27.15,26.77,26.31,27.0,27.61,27.84,27.61,26.84,27.53,27.0,27.15,26.77,26.31,27.0,27.61,27.84,27.61,26.84,27.53,27.0,27.15,26.77,26.31,27.0,27.61,27.84,27.61,26.84,27.53,27.0,27.15,26.77,26.31,27.0,27.61,27.84,27.61,26.84,27.53,27.0,27.15,26.77,26.31,27.0,27.61,27.84,27.61,26.84,27.53,27.0,27.15,51.08,41.48,41.76,52.52,42.11,43.97,50.32,47.96,50.41,54.24,45.79,39.73
1524.2817,26.92,26.46,27.0,27.46,27.61,27.61,27.15,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.15,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.15,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.15,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.15,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.15,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.15,27.84,26.84,27.0,26.92,26.46,27.0,27.46,27.61,27.61,27.15,27.84,26.84,27.0,46.13,42.92,47.23,50.07,51.65,38.88,51.62,40.51,50.55,51.64,43.61,38.97
1525.283,26.84,26.31,26.77,27.46,27.84,27.69,27.07,27.61,26.84,27.15,26.84,26.31,26.77,27.46,27.84,27.69,27.07,27.61,26.84,27.15,26.84,26.31,26.77,27.46,27.84,27.69,27.07,27.61,26.84,27.15,26.84,26.31,26.77,27.46,27.84,27.69,27.07,27.61,26.84,27.15,26.84,26.31,26.77,27.46,27.84,27.69,27.07,27.61,26.84,27.15,26.84,26.31,26.77,27.46,27.84,27.69,27.07,27.61,26.84,27.15,26.84,26.31,26.77,27.46,27.84,27.69,27.07,27.61,26.84,27.15,26.84,26.31,26.77,27.46,27.84,27.69,27.07,27.61,26.84,27.15,44.14,47.99,38.76,53.39,46.38,51.3,53.5,47.01,51.79,50.65,56.31,39.72
1526.2837,26.92,26.38,27.0,27.38,27.69,27.77,27.15,27.84,26.77,26.92,26.92,26.38,27.0,27.38,27.69,27.77,27.15,27.84,26.77,26.92,26.92,26.38,27.0,27.38,27.69,27.77,27.15,27.84,26.77,26.92,26.92,26.38,27.0,27.38,27.69,27.77,27.15,27.84,26.77,26.92,26.92,26.38,27.0,27.38,27.69,27.77,27.15,27.84,26.77,26.92,26.92,26.38,27.0,27.38,27.69,27.77,27.15,27.84,26.77,26.92,26.92,26.38,27.0,27.38,27.69,27.77,27.15,27.84,26.77,26.92,26.92,26.38,27.0,27.38,27.69,27.77,27.15,27.84,26.77,26.92,45.31,48.51,40.36,55.81,41.85,46.49,50.83,44.76,44.78,49.84,52.91,39.77
1527.2842,26.77,26.38,27.07,27.53,27.77,27.61,26.92,27.84,27.0,27.15,26.77,26.38,27.07,27.53,27.77,27.61,26.92,27.84,27.0,27.15,26.77,26.38,27.07,27.53,27.77,27.61,26.92,27.84,27.0,27.15,26.77,26.38,27.07,27.53,27.77,27.61,26.92,27.84,27.0,27.15,26.77,26.38,27.07,27.53,27.77,27.61,26.92,27.84,27.0,27.15,26.77,26.38,27.07,27.53,27.77,27.61,26.92,27.84,27.0,27.15,26.77,26.38,27.07,27.53,27.77,27.61,26.92,27.84,27.0,27.15,26.77,26.38,27.07,27.53,27.77,27.61,26.92,27.84,27.0,27.15,41.86,51.95,43.84,50.11,47.73,45.16,53.19,50.53,43.88,40.97,53.19,51.3
1528.2855,26.92,26.46,27.07,27.46,27.61,27.69,27.15,27.92,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.69,27.15,27.92,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.69,27.15,27.92,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.69,27.15,27.92,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.69,27.15,27.92,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.69,27.15,27.92,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.69,27.15,27.92,26.92,27.07,26.92,26.46,27.07,27.46,27.61,27.69,27.15,27.92,26.92,27.07,44.61,46.05,45.7,48.85,48.56,50.26,43.58,51.68,39.33,53.08,43.17,39.0
1529.286,26.77,26.23,26.69,27.46,27.77,27.77,27.07,27.69,26.92,27.23,26.77,26.23,26.69,27.46,27.77,27.77,27.07,27.69,26.92,27.23,26.77,26.23,26.69,27.46,27.77,27.77,27.07,27.69,26.92,27.23,26.77,26.23,26.69,27.46,27.77,27.77,27.07,27.69,26.92,27.23,26.77,26.23,26.69,27.46,27.77,27.77,27.07,27.69,26.92,27.23,26.77,26.23,26.69,27.46,27.77,27.77,27.07,27.69,26.92,27.23,26.77,26.23,26.69,27.46,27.77,27.77,27.07,27.69,26.92,27.23,26.77,26.23,26.69,27.46,27.77,27.77,27.07,27.69,26.92,27.23,47.81,43.71,41.58,52.27,55.31,45.85,43.92,51.19,46.57,42.09,48.01,48.49
1530.2868,26.77,26.31,27.07,27.61,27.84,27.69,27.0,27.77,27.07,27.23,26.77,26.31,27.07,27.61,27.84,27.69,27.0,27.77,27.07,27.23,26.77,26.31,27.07,27.61,27.84,27.69,27.0,27.77,27.07,27.23,26.77,26.31,27.07,27.61,27.84,27.69,27.0,27.77,27.07,27.23,26.77,26.31,27.07,27.61,27.84,27.69,27.0,27.77,27.07,27.23,26.77,26.31,27.07,27.61,27.84,27.69,27.0,27.77,27.07,27.23,26.77,26.31,27.07,27.61,27.84,27.69,27.0,27.77,27.07,27.23,26.77,26.31,27.07,27.61,27.84,27.69,27.0,27.77,27.07,27.23,45.2,39.24,42.2,49.37,53.83,52.27,48.42,48.99,42.54,44.08,51.3,49.23
